MOUSE_GENE_SYM	HUMAN_GENE_SYM
Iqcf6	IQCF6
Ak9	AK9
Sdhaf1	SDHAF1
Samd3	SAMD3
C3	C3
Col4a3	COL4A3
Cyp1b1	CYP1B1
Gba	GBA
Lcat	LCAT
Myh7	MYH7
Rhag	RHAG
Rlbp1	RLBP1
Slc2a2	SLC2A2
Abcc8	ABCC8
Tcof1	TCOF1
Tnnt2	TNNT2
Aqp1	AQP1
Abcc2	ABCC2
Ctsk	CTSK
Cybb	CYBB
Mat1a	MAT1A
Pon1	PON1
Amh	AMH
Cyp1a1	CYP1A1
Cyp21a1	CYP21A2
Opn1mw	OPN1LW
Rho	RHO
Ryr1	RYR1
Serpine1	SERPINE1
Htr2a	HTR2A
Cxcr1	CXCR1
Adh5	ADH5
Adra1a	ADRA1A
Aldh1a3	ALDH1A3
Atp4a	ATP4A
Cyp1a2	CYP1A2
Cyp2e1	CYP2E1
Cyp2j6	CYP2J2
Cyp24a1	CYP24A1
Hpgd	HPGD
Impdh1	IMPDH1
Klkb1	KLKB1
Ppp3r1	PPP3R1
Rarb	RARB
Rpl23	RPL23
Rpl18a	RPL18A
Rpl19	RPL19
Rpl37	RPL37
Slc35d2	SLC35D2
Hexdc	HEXD
Zscan22	ZSCAN22
Ap3b1	AP3B1
Tlr9	TLR9
Cpb1	CPB1
Kcnc1	KCNC1
Duox1	DUOX1
Lipf	LIPF
Rab5a	RAB5A
Ran	RAN
Ugt2b1	UGT2B17
Rps9	RPS9
Rps24	RPS24
Rps28	RPS28
Ryr3	RYR3
Trf	TF
Tkt	TKT
Aoc1	AOC1
Anpep	ANPEP
Anxa4	ANXA4
Aox1	AOX1
Aqp8	AQP8
Nkx3-2	NKX3-2
Entpd6	ENTPD6
Entpd3	ENTPD3
Cdc6	CDC6
Cds1	CDS1
Chd1	CHD1
Chd4	CHD4
Decr1	DECR1
Dnase2a	DNASE2
Faah	FAAH
Fmo5	FMO5
Hdac2	HDAC2
Hspb2	HSPB2
Mpped2	MPPED2
Arf3	ARF3
Rhog	RHOG
Atp12a	ATP12A
Atp6v1b1	ATP6V1B1
Atp6v0c	ATP6V0C
Car5a	CA5A
Cdk1	CDK1
Ckmt2	CKMT2
Clcn4	CLCN4
Cps1	CPS1
Cryab	CRYAB
Ddr1	DDR1
Eno3	ENO3
Enpep	ENPEP
Fmo4	FMO4
Gfpt1	GFPT1
Gnal	GNAL
Golga1	GOLGA1
Golga4	GOLGA4
Gspt1	GSPT1
Hal	HAL
Kcnh1	KCNH1
Krt32	KRT32
Krt83	KRT83
Rpsa	RPSA
Myh8	MYH8
Nrd1	NRDC
Ntsr1	NTSR1
Olfr410	OR3A2
Pdk2	PDK2
Pgd	PGD
Pik3cg	PIK3CG
Pls1	PLS1
Ppat	PPAT
Ppp6c	PPP6C
Prps1	PRPS1
Klk6	KLK6
Rars	RARS1
Reg1	REG1A
Ring1	RING1
Rpa3	RPA3
Ryk	RYK
Sctr	SCTR
Slc22a2	SLC22A2
Slc22a5	SLC22A5
Smarcc1	SMARCC1
Snrpn	SNRPN
Sox2	SOX2
Spink1	SPINK1
Aurkc	AURKC
Supt4a	SUPT4H1
Tcea2	TCEA2
Tm7sf2	TM7SF2
Dnajc7	DNAJC7
Uba52-ps	UBA52
Ube2a	UBE2A
Zfp202	ZNF202
Chit1	CHIT1
Syn3	SYN3
Spop	SPOP
Soat2	SOAT2
Serpinb7	SERPINB7
Abcc3	ABCC3
Adam21	ADAM21
Gmps	GMPS
Aldh1a2	ALDH1A2
Fcgbp	FCGBP
Nae1	NAE1
Phox2b	PHOX2B
Usp13	USP13
Rps6kb2	RPS6KB2
Rpl14	RPL14
Rhob	RHOB
Fabp3	FABP3
Fkbp1b	FKBP1B
Rgs6	RGS6
Gna14	GNA14
Alk	ALK
Runx2	RUNX2
Cdh7	CDH7
Clgn	CLGN
Crebbp	CREBBP
Ctnna2	CTNNA2
Dmp1	DMP1
Dync1i1	DYNC1I1
Golgb1	GOLGB1
Hsd17b10	HSD17B10
Nars	NARS1
Usp9y	USP9Y
Numbl	NUMBL
Kl	KL
Med26	MED26
Napsa	NAPSA
Slc4a8	SLC4A8
Vps26a	VPS26A
Wtap	WTAP
Hdac1	HDAC1
Kcnc4	KCNC4
Lims1	LIMS1
Serpinb10	SERPINB10
Rac3	RAC3
Rpl3l	RPL3L
Slc27a4	SLC27A4
Gfpt2	GFPT2
Slc23a2	SLC23A2
Med12	MED12
Nup153	NUP153
Sco2	SCO2
Anxa3	ANXA3
Actc1	ACTC1
Aplp1	APLP1
Gata6	GATA6
Ggt1	GGT1
Gnb2	GNB2
Pdia3	PDIA3
H1f2	H1-2
H1f3	H1-3
Has3	HAS3
Hip1	HIP1
Hsp90aa1	HSP90AA1
Plxnb3	PLXNB3
Hsd11b1	HSD11B1
Hspg2	HSPG2
Ppp3cc	PPP3CC
Taf12	TAF12
Nelfa	NELFA
Reep5	REEP5
Zfp239	ZNF239
Ulk3	ULK3
Actr3	ACTR3
Ddx39	DDX39A
Cd96	CD96
Stam2	STAM2
Ptk6	PTK6
Tuba4a	TUBA4A
Tuba1a	TUBA1A
Nmur1	NMUR1
Tubb3	TUBB3
Tubb4b	TUBB4B
Ddr2	DDR2
Pcbp1	PCBP1
Phkg1	PHKG1
Pou3f3	POU3F3
Myl12a	MYL12B
Erf	ERF
Reg2	REG1B
Slc2a1	SLC2A1
Rraga	RRAGA
Hspa8	HSPA8
Hbs1l	HBS1L
Wasf3	WASF3
Hpse	HPSE
Cdh10	CDH10
Slc20a2	SLC20A2
Ilvbl	ILVBL
Kdelr3	KDELR3
Shox2	SHOX2
Btnl9	BTNL9
Rpl10a	RPL10A
Olfr90	OR2H2
Pomt1	POMT1
Klf8	KLF8
Gabarapl2	GABARAPL2
Ppp2r1a	PPP2R1A
Hspa2	HSPA2
Coq4	COQ4
Rab11b	RAB11B
Seh1l	SEH1L
Tmed9	TMED9
Rap1b	RAP1B
Rpf1	RPF1
Hipk2	HIPK2
Nup62	NUP62
Fbxl20	FBXL20
Slc25a34	SLC25A34
Sec14l4	SEC14L4
Osbpl8	OSBPL8
Rpl10l	RPL10L
Gpt2	GPT2
Ppp4r3b	PPP4R3B
Imp4	IMP4
Alg11	ALG11
Ammecr1	AMMECR1
Ddx11	DDX11
Rhoa	RHOA
Dmbt1	DMBT1
Grik1	GRIK1
Ap2a1	AP2A1
Arx	ARX
Elovl3	ELOVL3
Mark2	MARK2
Gas7	GAS7
Grid1	GRID1
Inpp5b	INPP5B
Kif4	KIF4A
Nmt1	NMT1
Nxn	NXN
Pip5k1c	PIP5K1C
Bpifa2	BPIFA2
Rac1	RAC1
Tuba1c	TUBA1C
Zfp28	ZFP28
Zfp92	ZFP92
Fgfr1	FGFR1
Gab2	GAB2
Glra4	GLRA4
Mapkapk5	MAPKAPK5
Myef2	MYEF2
Myl6	MYL6
Purb	PURB
Six4	SIX4
Slc8a1	SLC8A1
Tubb5	TUBB
Fmnl3	FMNL3
Zfp39	ZNF717
Ikzf4	IKZF4
Car14	CA14
Esrrb	ESRRB
Mapkbp1	MAPKBP1
Map3k3	MAP3K3
Pclo	PCLO
Asns	ASNS
Hyal4	HYAL4
Arhgap45	ARHGAP45
Fbxl7	FBXL7
Slc13a4	SLC13A4
Atp2a3	ATP2A3
Vps4a	VPS4A
Ankrd11	ANKRD11
Gnb4	GNB4
Sh2d3c	SH2D3C
Hsd3b1	HSD3B2
Pstpip2	PSTPIP2
Opn4	OPN4
Hacd1	HACD1
Coa3	COA3
Cntnap2	CNTNAP2
Dynlrb1	DYNLRB1
Srpk3	SRPK3
Vps41	VPS41
Rnf115	RNF115
Sult1b1	SULT1B1
Slc2a8	SLC2A8
Dhx34	DHX34
Mon1b	MON1B
Ablim3	ABLIM3
Wwc1	WWC1
Sash1	SASH1
Pum2	PUM2
Daam2	DAAM2
Cnot6	CNOT6
Erc2	ERC2
Nbea	NBEA
Coq2	COQ2
Gemin4	GEMIN4
Atp9a	ATP9A
Rps27l	RPS27L
Mrpl2	MRPL2
Adipor1	ADIPOR1
Slc25a39	SLC25A39
Asb2	ASB2
Vps28	VPS28
Cyb5r4	CYB5R4
Acsl5	ACSL5
Hsd17b11	HSD17B11
Cab39	CAB39
Copz2	COPZ2
Tubg2	TUBG2
Phf7	PHF7
Ick	ICK
Rab8b	RAB8B
Slc15a3	SLC15A3
Zfp316	ZNF316
Klhdc4	KLHDC4
Kif27	KIF27
Slc2a6	SLC2A6
Dym	DYM
Gin1	GIN1
Cyp2w1	CYP2W1
Osbpl10	OSBPL10
Acsm5	ACSM5
Urgcp	URGCP
Kdm4d	KDM4D
Rbm22	RBM22
Far2	FAR2
Uevld	UEVLD
Mctp2	MCTP2
Pecr	PECR
Chst12	CHST12
Cpxm2	CPXM2
Pcdhga2	PCDHGA2
Pcdhga5	PCDHGA5
Pcdhb2	PCDHB2
Smox	SMOX
Epb41l4b	EPB41L4B
Rps6ka4	RPS6KA4
Slc2a9	SLC2A9
Agpat4	AGPAT4
Sdr39u1	SDR39U1
Chpt1	CHPT1
Man1c1	MAN1C1
Abo	ABO
Plin4	PLIN4
Zfp512b	ZNF512B
Nln	NLN
Xpo5	XPO5
Nlgn2	NLGN2
Arrdc3	ARRDC3
Zfp248	ZNF248
Cacna1i	CACNA1I
Ahcyl2	AHCYL2
Rbfox1	RBFOX1
Nek7	NEK7
Myl10	MYL10
Cdhr5	CDHR5
Klk14	KLK14
Kcnk13	KCNK13
Pdf	PDF
H2bc1	H2BC1
Eps8l2	EPS8L2
Map1lc3b	MAP1LC3B
Tut1	TUT1
Yipf7	YIPF7
BC030867	HROB
Spata5l1	SPATA5L1
Trappc6a	TRAPPC6A
Dhx58	DHX58
Stx1b	STX1B
Osbpl9	OSBPL9
Gm960	C11orf80
Tbl1xr1	TBL1XR1
Slc25a22	SLC25A22
Mob3b	MOB3B
Ephx3	EPHX3
Cybrd1	CYBRD1
Phc3	PHC3
Ccdc170	CCDC170
Faap100	FAAP100
Col27a1	COL27A1
Tril	TRIL
Tubb6	TUBB6
Hormad1	HORMAD1
Cab39l	CAB39L
Ints4	INTS4
Dclk2	DCLK2
4921507P07Rik	C7orf31
Sept12	SEPTIN12
Selenoo	SELENOO
Etnppl	ETNPPL
Mtfr2	MTFR2
Lmntd1	LMNTD1
Tktl2	TKTL2
Cant1	CANT1
Ier5l	IER5L
Tmprss5	TMPRSS5
Slc26a5	SLC26A5
Tubb1	TUBB1
Ccnl2	CCNL2
Slc25a31	SLC25A31
Ammecr1l	AMMECR1L
Fam57b	TLCD3B
Fam186b	FAM186B
Ppp4r3a	PPP4R3A
Tmem87b	TMEM87B
Mfsd5	MFSD5
Lcn8	LCN8
Ldhal6b	LDHAL6B
Csmd1	CSMD1
Cactin	CACTIN
Thoc2	THOC2
Gimap8	GIMAP8
Slc9a9	SLC9A9
Cyp4f39	CYP4F22
Slc45a4	SLC45A4
Sec24a	SEC24A
Dnajb13	DNAJB13
Ppp2r1b	PPP2R1B
Acsm2	ACSM2A
Slc37a1	SLC37A1
Dclk3	DCLK3
Lctl	LCTL
Herc6	HERC6
Ypel2	YPEL2
Ggt7	GGT7
Obscn	OBSCN
Fmnl2	FMNL2
Atg4a	ATG4A
Nrep	NREP
Mtss2	MTSS2
Naxe	NAXE
Dock11	DOCK11
Cc2d1b	CC2D1B
Atp10b	ATP10B
Oscp1	OSCP1
Phlpp2	PHLPP2
Clec16a	CLEC16A
Raph1	RAPH1
Spns2	SPNS2
Paqr3	PAQR3
Kcnc2	KCNC2
Abca6	ABCA6
Uap1l1	UAP1L1
Msrb3	MSRB3
Slc29a4	SLC29A4
Usp51	USP51
Papln	PAPLN
Hsd17b13	HSD17B13
Pglyrp3	PGLYRP3
Tmem132d	TMEM132D
Kcne2	KCNE2
Aasdh	AASDH
Ttc30b	TTC30B
Slc16a13	SLC16A13
Rsph4a	RSPH4A
Glb1l2	GLB1L2
Galm	GALM
Liph	LIPH
Otoa	OTOA
Cfap45	CFAP45
Tmem67	TMEM67
Tekt5	TEKT5
Rmdn2	RMDN2
Ces4a	CES4A
Olfr791	OR6C2
Olfr1356	OR7C2
Olfr368	OR5C1
Olfr735	OR4Q3
Olfr222	OR2B11
Olfr95	OR10C1
Olfr419	OR10Z1
Olfr502	OR5P2
Olfr1156	OR5L2
Olfr714	OR10A2
Olfr669	OR52N1
Orai3	ORAI3
Tyw5	TYW5
Atp6v0d2	ATP6V0D2
Slc44a5	SLC44A5
Paox	PAOX
Slc36a2	SLC36A2
Col23a1	COL23A1
Dnah17	DNAH17
Dnah2	DNAH2
Flywch1	FLYWCH1
Adgrg4	ADGRG4
Patj	PATJ
Zfp628	ZNF628
Spire2	SPIRE2
Zfp609	ZNF609
Zfp454	ZNF454
Dip2b	DIP2B
Cers6	CERS6
Slc9a4	SLC9A4
Mkx	MKX
Glb1l3	GLB1L3
Fam98b	FAM98B
Six5	SIX5
Nwd1	NWD1
Ccdc157	CCDC157
Caps2	CAPS2
Acsm4	ACSM4
Themis	THEMIS
Opn5	OPN5
Olfr91	OR2H1
Clec4a1	ZNF705A
Chd8	CHD8
Otud6a	OTUD6A
Slc2a7	SLC2A7
Arid3c	ARID3C
Cfap47	CXorf22
Casp16	CASP16P
Btbd11	BTBD11
Kif7	KIF7
Tmem136	TLCD5
Mageb16	MAGEB16
Atg9b	ATG9B
Nuggc	NUGGC
Olfr1500	OR9Q1
Galnt9	GALNT9
Tmem8b	TMEM8B
Olfr1357	OR1I1
Olfr618	OR52B6
Tmem170b	TMEM170B
Dnajc4	DNAJC4
Greb1l	GREB1L
Atp2c2	ATP2C2
Kpna7	KPNA7
Cep192	CEP192
Ubap2	UBAP2
Arsb	ARSB
Cd36	CD36
Clcn5	CLCN5
Col1a1	COL1A1
Cyp17a1	CYP17A1
Slc26a2	SLC26A2
Hoxa13	HOXA13
Slc11a1	SLC11A1
Adh1	ADH1C
Aldh3b1	ALDH3B1
Cyp2b10	CYP2B6
Cyp2f2	CYP2F1
Grik3	GRIK3
Cyp4f13	CYP4F3
Olfr552	OR52K2
Olfr1031	OR5M8
Olfr1086	OR5T2
Olfr273	OR13C3
Olfr31	OR2T1
Olfr720	OR2T6
Olfr370	OR10K2
Olfr1310	OR4F6
Olfr1309	OR4F15
Olfr790	OR6C75
Olfr196	OR5H2
Olfr365	OR1L6
Olfr1053	OR8K5
Olfr728	OR4K1
Olfr1111	OR5AS1
BC031181	C18orf32
Rasl11b	RASL11B
Prm3	PRM3
Fth1	FTH1
Uaca	UACA
Fer	FER
Slc2a3	SLC2A3
Pdgfb	PDGFB
Ces5a	CES5A
Hsp90ab1	HSP90AB1
Hspa14	HSPA14
Akr1e1	AKR1E2
Ccnb2	CCNB2
Zfp622	ZNF622
Slc2a4	SLC2A4
Acacb	ACACB
Adam8	ADAM8
Ang	ANG
Cd27	CD27
Dnase1l2	DNASE1L2
Dpysl2	DPYSL2
Dscam	DSCAM
Fpr2	FPR2
Galr1	GALR1
Grid2	GRID2
Icam4	ICAM4
Actg1	ACTG1
C9	C9
Cdk2	CDK2
Igfl3	IGFL3
E2f3	E2F3
Eno2	ENO2
Gnai1	GNAI1
Nek2	NEK2
Ovgp1	OVGP1
Serpinb8	SERPINB8
Sept5	SEPTIN5
Ptpn3	PTPN3
Clip1	CLIP1
Shb	SHB
Slc2a5	SLC2A5
Spta1	SPTA1
Ssbp1	SSBP1
Tead4	TEAD4
Slc30a3	SLC30A3
Acox2	ACOX2
Mad1l1	MAD1L1
Pcdhgb4	PCDHGB4
Abcb11	ABCB11
Galnt4	GALNT4
B3galt2	B3GALT2
Iqgap1	IQGAP1
Tmprss11d	TMPRSS11D
Cbln1	CBLN1
Cetn3	CETN3
Dtx1	DTX1
Gp5	GP5
Hnrnpc	HNRNPC
Slc16a4	SLC16A4
Taok2	TAOK2
Pcbp2	PCBP2
Scd1	SCD
Pglyrp1	PGLYRP1
Brd2	BRD2
Cacna1f	CACNA1F
Cbfa2t3	CBFA2T3
Dlx3	DLX3
Egfr	EGFR
Gpr21	GPR21
Maf	MAF
Hsf1	HSF1
Acsm3	ACSM3
Gpr52	GPR52
Abcc4	ABCC4
Carmil3	CARMIL3
Akr1a1	AKR1A1
Ntn3	NTN3
Sec23b	SEC23B
Cap1	CAP1
Ifitm2	IFITM2
Map3k2	MAP3K2
Entr1	ENTR1
Sox15	SOX15
Zfp715	ZNF175
Glipr2	GLIPR2
Slc25a37	SLC25A37
Pdcl2	PDCL2
Csnk1d	CSNK1D
Slc25a42	SLC25A42
Aatk	AATK
Adam12	ADAM12
Dtnb	DTNB
Evx2	EVX2
Pgm5	PGM5
Ptpn20	PTPN20
Trpc5	TRPC5
Adam19	ADAM19
Cacna2d3	CACNA2D3
Dapk2	DAPK2
Adam18	ADAM18
Eya1	EYA1
Hmg20b	HMG20B
Hnrnpab	HNRNPAB
Mapt	MAPT
Pcdh10	PCDH10
Pdcd11	PDCD11
Ptpn18	PTPN18
Rasgrf1	RASGRF1
Slc30a4	SLC30A4
Foxl2	FOXL2
Tpsg1	TPSG1
Olfr411	OR3A3
Klk5	KLK5
Scn2a	SCN2A
Slc16a8	SLC16A8
Trhde	TRHDE
Cemip2	CEMIP2
Nrg2	NRG2
Rusc1	RUSC1
Nmnat2	NMNAT2
Slc9a8	SLC9A8
Nipsnap3b	NIPSNAP3A
Pnkd	PNKD
Rgs22	RGS22
Atp11a	ATP11A
Hs6st1	HS6ST1
Palld	PALLD
Luc7l3	LUC7L3
Inpp5k	INPP5K
Tlr7	TLR7
Ino80	INO80
Ppp1r12c	PPP1R12C
Tmem132a	TMEM132A
Slc38a4	SLC38A4
Ano1	ANO1
Adi1	ADI1
Acoxl	ACOXL
Gimap4	GIMAP4
Cfap44	CFAP44
Slc16a10	SLC16A10
Phc2	PHC2
Pcdha1	PCDHA1
Pcdha11	PCDHA11
Pcdha6	PCDHA6
Pcdhga3	PCDHGA3
Pcdhgb7	PCDHGB7
Pcdhb5	PCDHB4
Zdhhc13	ZDHHC13
Tro	TRO
Slco1b2	SLCO1B3
Ngef	NGEF
Cass4	CASS4
Cpa6	CPA6
Adcy2	ADCY2
Col20a1	COL20A1
Rdh14	RDH14
D17H6S53E	C6orf47
Stk32c	STK32C
Tesc	TESC
Shank3	SHANK3
Cep295nl	CEP295NL
Chia1	CHIA
Celf5	CELF5
Thada	THADA
Abcg4	ABCG4
Eddm3b	EDDM3B
Fancf	FANCF
Ctbp2	CTBP2
Cacnb2	CACNB2
Lbhd1	LBHD1
Car13	CA13
Glb1l	GLB1L
Haus3	HAUS3
Cyp2r1	CYP2R1
Mctp1	MCTP1
Bbof1	BBOF1
Trib1	TRIB1
Erich2	ERICH2
Nacc2	NACC2
Fam122a	FAM122A
Mrnip	MRNIP
Golt1a	GOLT1A
Eqtn	EQTN
Dmrtc2	DMRTC2
Fam110c	FAM110C
Phykpl	PHYKPL
Cyp2s1	CYP2S1
Usp50	USP50
Prps1l1	PRPS1L1
1700012B09Rik	C11orf97
Spatc1l	SPATC1L
Osbp2	OSBP2
Stk33	STK33
Zfp457	ZNF93
Hnrnpdl	HNRNPDL
Fam107b	FAM107B
Tas1r2	TAS1R2
Kcnk16	KCNK16
Fam160a2	FAM160A2
Atp13a4	ATP13A4
Accs	ACCS
Tmem141	TMEM141
Cdc14a	CDC14A
Cnnm4	CNNM4
Lipk	LIPK
Cyp4x1	CYP4X1
H2bu1-ps	H2BU1
Gmds	GMDS
Ak5	AK5
Prmt8	PRMT8
Slc36a3	SLC36A3
Ipmk	IPMK
Slc7a14	SLC7A14
Map3k9	MAP3K9
Ly6g6d	LY6G6D
Fbxw11	FBXW11
Tsga13	TSGA13
Arhgap33	ARHGAP33
Tcf23	TCF23
Klf14	KLF14
Prx	PRX
Slc17a9	SLC17A9
Tmem132c	TMEM132C
Uroc1	UROC1
Serpinb3a	SERPINB4
Slc25a45	SLC25A45
Ctsl	CTSV
Mbnl2	MBNL2
Rbbp8nl	RBBP8NL
Asb16	ASB16
Ccn6	CCN6
Oscar	OSCAR
Syce1	SYCE1
Gipc3	GIPC3
Krt25	KRT25
Tedc1	TEDC1
Prss33	PRSS33
Cep290	CEP290
Calml4	CALML4
Cfap58	CFAP58
Osbpl2	OSBPL2
Btbd16	BTBD16
Capn12	CAPN12
Ube2e2	UBE2E2
Dact3	DACT3
Dnajb7	DNAJB7
Zfp563	ZNF563
Ahcyl1	AHCYL1
Nags	NAGS
Cplx3	CPLX3
Glis1	GLIS1
Wfdc9	WFDC9
Zfp362	ZNF362
Ccdc17	CCDC17
Scfd2	SCFD2
Mlkl	MLKL
Apcdd1	APCDD1
Catsper2	CATSPER2
Mfsd4b1	MFSD4B
Atp13a5	ATP13A5
Fam71a	FAM71A
Ush1c	USH1C
Plekhg3	PLEKHG3
Ttll11	TTLL11
Ccdc134	CCDC134
Sh3rf3	SH3RF3
Ssc5d	SSC5D
Dpy19l2	DPY19L2
Csnka2ip	LOC100506944
Klk15	KLK15
Plxna4	PLXNA4
Ccdc71l	CCDC71L
Ccdc169	CCDC169
Ccdc187	CCDC187
Itpripl1	ITPRIPL1
Actl9	ACTL9
Pirt	PIRT
Radil	RADIL
Tm6sf2	TM6SF2
2410004P03Rik	C2orf50
Mamstr	MAMSTR
Izumo1	IZUMO1
Cyp2u1	CYP2U1
Fam189a1	FAM189A1
Prss46	PRSS46P
Rgs11	RGS11
Espnl	ESPNL
Tmem95	TMEM95
Astn2	ASTN2
Ms4a13	MS4A13
Cidea	CIDEA
Tbc1d10c	TBC1D10C
Entpd8	ENTPD8
Lipi	LIPI
C2cd4a	C2CD4A
Tex43	TEX43
Xkrx	XKRX
Pla2g4f	PLA2G4F
Sipa1l3	SIPA1L3
Tnik	TNIK
Fhad1	FHAD1
Lrrc38	LRRC38
Tmco2	TMCO2
Gm11992	C7orf57
Zc2hc1b	ZC2HC1B
Pabpc1l	PABPC1L
Spopl	SPOPL
Lrrc69	LRRC69
Nanog	NANOG
1700011L22Rik	C4orf51
Tmem231	TMEM231
C2cd4b	C2CD4B
Dhrsx	DHRSX
Arl13a	ARL13A
Lingo3	LINGO3
Slc10a5	SLC10A5
Kcnq4	KCNQ4
Mtus2	MTUS2
Gsg1l	GSG1L
Phf21b	PHF21B
Majin	MAJIN
2510009E07Rik	C3orf70
Ociad2	OCIAD2
Pvrig	PVRIG
Ptchd4	PTCHD4
Hip1r	HIP1R
Irgm2	IRGM
Ccdc160	CCDC160
Fam92b	FAM92B
Upk3bl	UPK3BL1
1600002K03Rik	FAM174C
Rnf225	RNF225
Tmem273	TMEM273
Insc	INSC
1700094D03Rik	C1orf189
Olfr167	OR2L2
Utp14b	UTP14C
Rgs7bp	RGS7BP
Fbxl21	FBXL21P
Gm11837	C8orf88
Tmem200c	TMEM200C
Wdr38	WDR38
BC048562	C3orf84
Smco3	SMCO3
Etv3l	ETV3L
Rnase13	RNASE13
Ccdc175	CCDC175
Spib	SPIB
Ccdc152	CCDC152
Olfr180	OR5K4
Olfr993	OR5AK2
Olfr1490	OR10W1
Lmtk3	LMTK3
Olfr1162	OR5D14
Kdm5c	KDM5C
Eef1akmt3	EEF1AKMT3
Arrdc2	ARRDC2
Klhl3	KLHL3
Rbm38	RBM38
Dscaml1	DSCAML1
Fbrs	FBRS
Dppa2	DPPA2
Spx	SPX
Dgat2l6	DGAT2L6
Rskr	RSKR
Ciart	CIART
Osbpl7	OSBPL7
Olfr1052	OR5J2
Dtwd2	DTWD2
Dcdc5	DCDC5
Tmem200b	TMEM200B
Prdm6	PRDM6
Rnf165	RNF165
Gm136	C6orf163
Shoc1	SHOC1
Ccdc167	CCDC167
Ctu2	CTU2
Fbxl17	FBXL17
Prss56	PRSS56
Gm5294	WI2-2373I1.2
Gmnc	GMNC
Ccdc189	CCDC189
Tmem74bos	C20orf202
Prss53	PRSS53
Ctsa	CTSA
Atp2a2	ATP2A2
Cox10	COX10
Cstf2	CSTF2
Lcp1	LCP1
Stx3	STX3
Dpep1	DPEP1
Spock1	SPOCK1
Cyp4f15	CYP4F8
Tapt1	TAPT1
Rptor	RPTOR
H2afz	H2AZ1
Cstf2t	CSTF2T
Cpvl	CPVL
Dph6	DPH6
Ufsp1	UFSP1
Tmprss4	TMPRSS4
Gpr107	GPR107
Zfp703	ZNF703
Olfr1211	OR4C15
Olfr979	OR10G9
Olfr980	OR10G4
Olfr1230	OR4C6
Olfr39	OR7D4
Olfr568	OR51F2
Olfr677	OR52E4
Tacc3	TACC3
Cept1	CEPT1
Slc10a7	SLC10A7
Rims2	RIMS2
Eid3	EID3
Pisd	PISD
Zdhhc2	ZDHHC2
Ehd1	EHD1
Stom	STOM
Crisp4	CRISP1
Bcat2	BCAT2
Npm1	NPM1
Slc22a4	SLC22A4
Rps6kb1	RPS6KB1
Snn	SNN
Cul4a	CUL4A
Mrpl33	MRPL33
Ppp4r1	PPP4R1
Bcl3	BCL3
Papss1	PAPSS1
Inmt	INMT
Zdhhc15	ZDHHC15
Brd3	BRD3
Lhb	LHB
Sin3b	SIN3B
Cpne6	CPNE6
Mafg	MAFG
Tead3	TEAD3
Zfp27	ZNF585A
Ago2	AGO2
Ago1	AGO1
Sirt3	SIRT3
Prpf40b	PRPF40B
Grik4	GRIK4
Ubqln2	UBQLN2
Ehd3	EHD3
Actl6b	ACTL6B
Ccdc106	CCDC106
Crk	CRK
Mbd5	MBD5
Pcdhga4	PCDHGA4
Pcdhgb1	PCDHGB1
Pcdhgb8	PCDHGB3
Barhl1	BARHL1
Cyp4f14	CYP4F12
Pcdhb17	PCDHB16
Ube2v1	UBE2V1
Tpm3	TPM3
Gng13	GNG13
S100pbp	S100PBP
Aunip	AUNIP
Zmat4	ZMAT4
Catsperb	CATSPERB
Treml2	TREML2
Zbtb46	ZBTB46
Hnrnpk	HNRNPK
Tomm6	TOMM6
Lyzl1	LYZL1
Lrrc18	LRRC18
Ppp2r2d	PPP2R2D
Castor1	CASTOR1
Vsir	VSIR
1700018B08Rik	C16orf95
Trappc9	TRAPPC9
Llcfc1	LLCFC1
B3gnt4	B3GNT4
Adamts10	ADAMTS10
Myo7b	MYO7B
Tslp	TSLP
Hhipl1	HHIPL1
Strn3	STRN3
Plb1	PLB1
Fam131a	FAM131A
Ccdc85c	CCDC85C
Acbd7	ACBD7
Mpig6b	MPIG6B
Cops9	COPS9
Fat3	FAT3
Patl1	PATL1
Ttc24	TTC24
Hyls1	HYLS1
Naprt	NAPRT
Olfr1424	OR4D10
Olfr1255	OR4C12
Olfr1258	OR4C46
Lcorl	LCORL
Panx3	PANX3
Zxdc	ZXDC
Fam217a	FAM217A
Gm11437	C17orf78
Epop	EPOP
Fam72a	FAM72A
Zfp770	ZNF770
E330009J07Rik	DENND11
Cdhr4	CDHR4
Bhlha9	BHLHA9
Ablim2	ABLIM2
Smtnl2	SMTNL2
Dixdc1	DIXDC1
1700021F07Rik	C20orf85
Mtmr11	MTMR11
Btbd8	BTBD8
Kctd2	KCTD2
Foxo6	FOXO6
Ankrd17	ANKRD17
Rnf148	RNF148
Inf2	INF2
Foxk1	FOXK1
Iqsec1	IQSEC1
Rfx8	RFX8
Alkal1	ALKAL1
Hs3st4	HS3ST4
Rgs21	RGS21
Fam162b	FAM162B
Brd9	BRD9
Ccdc62	CCDC62
Zfp580	ZNF580
Syndig1l	SYNDIG1L
Ffar3	FFAR3
Arhgef16	ARHGEF16
Sfmbt2	SFMBT2
Lactbl1	LACTBL1
Rbm4	RBM4
Prdm11	PRDM11
Aadacl4	AADACL4
Cfap99	CFAP99
Gm7073	CXorf66
Urad	URAD
Adamts6	ADAMTS6
Sbk3	SBK3
Smim20	SMIM20
Myo1h	MYO1H
Rad21l	RAD21L1
Dcdc2b	DCDC2B
Trappc3l	TRAPPC3L
